feature,label
"[-219.64097595214844, 85.77733612060547, -34.276206970214844, -19.982120513916016, -19.727977752685547, 6.545181751251221, 3.9911582469940186, 0.8448185920715332, 6.534754753112793, 0.5033325552940369, -11.269718170166016, 6.940739154815674, -15.922406196594238]",setelah_bertelur
"[-213.8555908203125, 83.85796356201172, -40.777645111083984, -19.88517189025879, -22.708974838256836, 8.03481388092041, 8.559103965759277, 1.8078980445861816, 5.234564781188965, -2.607804298400879, -8.399161338806152, 7.777951717376709, -14.407896041870117]",setelah_bertelur
"[-239.34149169921875, 88.50531768798828, -34.778743743896484, -23.67438316345215, -12.066763877868652, 11.05437183380127, 6.926575183868408, 4.0693745613098145, 4.48011589050293, -4.391529083251953, -3.73942494392395, 1.870124101638794, -14.768481254577637]",setelah_bertelur
"[-284.6898193359375, 75.27210235595703, -58.42227554321289, -34.41816711425781, -34.04294967651367, -9.399237632751465, -13.454070091247559, -7.86311149597168, 3.6841542720794678, -8.75239372253418, -7.677884578704834, -0.7316329479217529, -13.61777400970459]",setelah_bertelur
"[-257.1893615722656, 92.0777587890625, -36.640254974365234, -17.064353942871094, -13.255228996276855, 7.834673881530762, 5.904389381408691, 4.764627456665039, 11.062154769897461, 0.23790021240711212, -2.1019952297210693, -0.46115463972091675, -14.132349014282227]",setelah_bertelur
"[-253.61949157714844, 81.66790771484375, -29.526165008544922, -14.8405179977417, -15.996753692626953, 10.220519065856934, 2.5023725032806396, 1.041998028755188, 14.472063064575195, 0.15082865953445435, -5.356767177581787, 3.426210641860962, -12.196887969970703]",setelah_bertelur
"[-218.4063720703125, 71.09168243408203, -38.442352294921875, -17.222129821777344, -17.62181282043457, 8.282588958740234, 0.6562191247940063, 1.4788272380828857, 14.44680404663086, -3.9775543212890625, -3.356419563293457, 6.210143089294434, -11.195197105407715]",setelah_bertelur
"[-244.08013916015625, 75.97103118896484, -29.40243911743164, -16.24457359313965, -19.62019920349121, 8.681106567382812, 3.009399890899658, 0.9961436986923218, 15.631815910339355, -3.0021145343780518, -3.1717686653137207, 3.992198944091797, -14.472990989685059]",setelah_bertelur
"[-253.24929809570312, 78.70951843261719, -32.258277893066406, -10.085028648376465, -19.06063461303711, 10.196710586547852, 7.270041465759277, -0.9285494089126587, 17.46064567565918, -4.4726948738098145, -3.011157751083374, 3.656231641769409, -13.549616813659668]",setelah_bertelur
"[-229.52012634277344, 67.73790740966797, -34.15650177001953, -8.070107460021973, -20.08963966369629, 13.71495246887207, 5.995757579803467, 1.851433515548706, 13.746862411499023, -7.7583441734313965, -5.382087230682373, 5.138356685638428, -16.744197845458984]",setelah_bertelur
"[-213.70852661132812, 76.37604522705078, -36.06846618652344, -7.023904800415039, -22.856603622436523, 11.01203441619873, 10.660426139831543, 7.179175853729248, 13.502967834472656, -7.911124229431152, -5.578586101531982, 4.115414619445801, -13.857671737670898]",setelah_bertelur
"[-240.69110107421875, 85.19572448730469, -26.846227645874023, -6.232516765594482, -19.275524139404297, 14.60998249053955, 11.738504409790039, 8.341227531433105, 10.916726112365723, -3.680656671524048, -2.183114528656006, 5.0408244132995605, -10.887802124023438]",setelah_bertelur
"[-233.75425720214844, 90.30142211914062, -21.856184005737305, -5.68640661239624, -18.422653198242188, 15.015871047973633, 11.97663688659668, 4.2811079025268555, 13.09720516204834, -2.164947271347046, -1.744984745979309, 8.624073028564453, -11.567998886108398]",setelah_bertelur
"[-238.90615844726562, 89.72212982177734, -19.030359268188477, 3.200991153717041, -13.231664657592773, 13.976219177246094, 10.132729530334473, 1.0529204607009888, 17.12424087524414, -2.4024672508239746, -0.7339857816696167, 8.613874435424805, -11.29684829711914]",setelah_bertelur
"[-293.0010681152344, 73.13642883300781, -59.421470642089844, -31.150484085083008, -31.544301986694336, -9.39658260345459, -6.147998332977295, -7.919317245483398, 4.319263458251953, -7.653112888336182, -7.552360534667969, -0.11277025938034058, -12.676316261291504]",setelah_bertelur
"[-243.20663452148438, 90.33293914794922, -13.962594985961914, 8.125482559204102, -11.26115894317627, 14.227913856506348, 8.294798851013184, -2.506694793701172, 21.007688522338867, 2.196108818054199, 2.754422187805176, 12.42529296875, -9.92457103729248]",setelah_bertelur
"[-254.62173461914062, 92.17928314208984, -11.821250915527344, 0.4550757110118866, -12.050899505615234, 17.522689819335938, 16.677831649780273, 3.471346378326416, 17.349285125732422, 1.7116068601608276, 1.6276565790176392, 14.516231536865234, -8.244266510009766]",setelah_bertelur
"[-240.66944885253906, 94.60504150390625, -12.340599060058594, -7.794372081756592, -10.044875144958496, 27.253183364868164, 15.264228820800781, 8.823286056518555, 14.387813568115234, -1.495464563369751, -0.6130812168121338, 9.59014892578125, -6.392492294311523]",setelah_bertelur
"[-229.81700134277344, 95.91596221923828, -19.574756622314453, -4.777627468109131, -15.269171714782715, 20.125591278076172, 7.7729315757751465, 3.8928935527801514, 14.524041175842285, -2.308396577835083, -1.0354560613632202, 6.440921306610107, -11.537755966186523]",setelah_bertelur
"[-238.36215209960938, 85.37776947021484, -23.81000328063965, -8.702689170837402, -11.511528968811035, 17.473901748657227, 10.636251449584961, 1.8974132537841797, 16.011838912963867, -9.064806938171387, -3.9857969284057617, 4.179120063781738, -17.034616470336914]",setelah_bertelur
"[-180.30787658691406, 80.55525970458984, -46.104576110839844, -12.098771095275879, -8.722001075744629, 7.0303263664245605, 22.889272689819336, 11.688299179077148, 13.834329605102539, -7.395664691925049, -4.808255195617676, 2.7202911376953125, -12.218541145324707]",setelah_bertelur
"[-190.67410278320312, 100.6949462890625, -24.34989356994629, -10.179086685180664, -0.07608089596033096, 8.441457748413086, 24.546506881713867, 9.968400955200195, 8.757857322692871, -3.1381678581237793, -2.13204026222229, 3.7100212574005127, -8.48171329498291]",setelah_bertelur
"[-218.72116088867188, 103.98851013183594, -12.72627067565918, 3.338017463684082, -2.8806583881378174, 23.788278579711914, 20.373533248901367, 6.182479381561279, 17.85995101928711, -1.8148093223571777, -0.790055513381958, 7.721474647521973, -12.854537010192871]",setelah_bertelur
"[-226.0065155029297, 88.73157501220703, -25.40087890625, -12.697670936584473, -7.441710472106934, 21.291208267211914, 14.995841026306152, 2.076282262802124, 15.820677757263184, -4.244814395904541, -3.1334846019744873, 4.156965732574463, -19.546672821044922]",setelah_bertelur
"[-214.68338012695312, 84.21112060546875, -31.638654708862305, -20.61579704284668, -19.93747329711914, 10.9505615234375, 14.555550575256348, -3.0102193355560303, 14.829324722290039, -6.9100422859191895, -7.546201705932617, 5.4289727210998535, -15.425566673278809]",setelah_bertelur
"[-291.4823913574219, 59.10594177246094, -55.09445571899414, -30.28363800048828, -25.74814224243164, -5.0060625076293945, -5.405234336853027, -4.036767482757568, -0.5555893778800964, -10.989700317382812, -9.254984855651855, 0.7742372751235962, -13.13365364074707]",setelah_bertelur
"[-228.77850341796875, 92.21858978271484, -31.73054313659668, -16.217607498168945, -25.924245834350586, 8.595926284790039, 5.092753887176514, 1.7054024934768677, 11.062671661376953, -0.3774256110191345, -6.411487102508545, 4.0786051750183105, -11.611437797546387]",setelah_bertelur
"[-247.52122497558594, 88.18941497802734, -24.90487289428711, -6.471611499786377, -27.263151168823242, 10.37156867980957, 6.1815314292907715, -3.2013182640075684, 17.577007293701172, -4.6457014083862305, -6.85092830657959, 4.120513916015625, -13.276068687438965]",setelah_bertelur
"[-215.45303344726562, 67.47509765625, -40.46202850341797, -16.43915557861328, -16.266517639160156, 7.722984313964844, 12.78039836883545, 0.37002095580101013, 12.406943321228027, -5.39324951171875, -0.6890877485275269, 7.056185245513916, -12.890477180480957]",setelah_bertelur
"[-198.06187438964844, 63.099464416503906, -45.737056732177734, -8.033772468566895, -21.12039566040039, 3.4514403343200684, 23.847692489624023, 4.958840370178223, 9.266852378845215, -3.6148037910461426, -0.13267286121845245, -1.586186408996582, -5.401546478271484]",setelah_bertelur
"[-221.8632354736328, 89.2470703125, -12.903823852539062, 2.3869640827178955, -21.727190017700195, 20.876665115356445, 20.592788696289062, 5.198992729187012, 6.708902835845947, -9.626445770263672, -7.775625228881836, 0.8107955455780029, -3.306082248687744]",setelah_bertelur
"[-259.8840637207031, 88.90533447265625, -9.257331848144531, 0.9915716648101807, -28.56049156188965, 26.248065948486328, 11.310552597045898, -0.5871016979217529, 8.365094184875488, -15.794510841369629, -5.584162712097168, 3.9123079776763916, -6.864922523498535]",setelah_bertelur
"[-275.0199890136719, 94.88509368896484, -17.763267517089844, 12.698086738586426, -15.78309440612793, 30.956737518310547, 18.38142204284668, 4.5709757804870605, 2.7123007774353027, -4.638650894165039, -3.737384557723999, 7.590197563171387, -10.277626037597656]",setelah_bertelur
"[-269.19049072265625, 72.42401123046875, -7.386692523956299, 13.515448570251465, -11.324612617492676, 27.165264129638672, 18.775428771972656, 6.218375205993652, 5.177435398101807, -2.5508267879486084, -2.452752113342285, 12.666363716125488, -14.326936721801758]",setelah_bertelur
"[-282.8710021972656, 81.04036712646484, -8.796147346496582, 11.984371185302734, -11.090326309204102, 28.439998626708984, 19.880704879760742, 7.513270378112793, 10.174182891845703, -3.7050259113311768, -2.98818039894104, 8.718006134033203, -11.682588577270508]",setelah_bertelur
"[-228.38206481933594, 90.98517608642578, -13.983272552490234, -5.206784248352051, -18.697662353515625, 19.410127639770508, 18.59790802001953, -0.1293638050556183, 2.23121976852417, -6.1723856925964355, -6.9036030769348145, 4.395965099334717, -3.431225538253784]",setelah_bertelur
"[-257.36572265625, 67.26575469970703, -63.690616607666016, -31.62006950378418, -32.57410430908203, -5.543424129486084, -6.975533962249756, 1.296822190284729, -2.906879425048828, -13.562271118164062, -11.535889625549316, -0.9174808263778687, -16.02981948852539]",setelah_bertelur
"[-210.42501831054688, 88.10347747802734, -28.93837547302246, -11.852435111999512, -24.54838752746582, 16.838016510009766, 16.907562255859375, -1.0273079872131348, -1.524090051651001, -9.11362361907959, -7.2350969314575195, 6.60367488861084, -1.7291680574417114]",setelah_bertelur
"[-207.37484741210938, 68.44058990478516, -71.3073501586914, 0.02219039760529995, -40.60260009765625, 5.576160907745361, 28.359525680541992, -10.531391143798828, 11.797392845153809, -15.627217292785645, -9.958925247192383, -0.17336896061897278, -12.891105651855469]",setelah_bertelur
"[-237.40675354003906, 73.92980194091797, -30.108518600463867, -1.098265528678894, -20.905412673950195, 16.708343505859375, 17.693103790283203, -0.785256564617157, 2.377457618713379, -5.0125412940979, -9.022832870483398, -1.4966821670532227, -9.309374809265137]",setelah_bertelur
"[-267.1531677246094, 56.774681091308594, -2.0375282764434814, 6.980563163757324, -15.710875511169434, 21.903032302856445, 13.935178756713867, 6.537005424499512, 5.163553237915039, 0.9366830587387085, -12.40992259979248, 9.832754135131836, -2.9231526851654053]",setelah_bertelur
"[-295.81121826171875, 71.84356689453125, -3.2363779544830322, 8.960217475891113, -17.78242301940918, 25.402441024780273, 17.13530731201172, 8.350869178771973, 4.635411262512207, 2.1868221759796143, -8.295052528381348, 12.011948585510254, -5.121336936950684]",setelah_bertelur
"[-298.0859375, 69.71011352539062, 3.9463911056518555, 14.459022521972656, -17.832317352294922, 24.89259910583496, 17.5620059967041, 7.738965034484863, 5.701239585876465, 1.1071765422821045, -6.788945198059082, 10.748132705688477, -5.414638042449951]",setelah_bertelur
"[-288.40594482421875, 76.13252258300781, 1.6925400495529175, 8.270153045654297, -14.745835304260254, 30.639293670654297, 11.406411170959473, 18.99652862548828, -3.8919260501861572, 7.394872188568115, -3.5660030841827393, 12.343392372131348, -1.121401071548462]",setelah_bertelur
"[-284.6187438964844, 77.88031768798828, 0.8201497197151184, 4.5463337898254395, -13.188885688781738, 25.11748504638672, 14.28724479675293, 15.290857315063477, 4.328901767730713, 5.057308197021484, -0.3588831424713135, 12.292573928833008, 0.8414161801338196]",setelah_bertelur
"[-310.2106018066406, 82.22966766357422, 5.6460676193237305, 9.981727600097656, -15.906976699829102, 29.92479133605957, 20.58176040649414, 2.9378104209899902, 12.476985931396484, 2.792625904083252, -7.253615379333496, 10.194136619567871, -6.710298538208008]",setelah_bertelur
"[-270.27105712890625, 72.07960510253906, -4.25193452835083, 0.17505891621112823, -13.014030456542969, 25.228620529174805, 14.890783309936523, 7.234645843505859, 4.835568904876709, -0.28921326994895935, -2.4640793800354004, 11.873238563537598, -3.211068868637085]",setelah_bertelur
"[-266.3001403808594, 64.35052490234375, -60.09612274169922, -30.098875045776367, -33.89271545410156, -7.7999067306518555, -3.2357981204986572, 2.5893356800079346, -3.7990572452545166, -13.881245613098145, -10.714001655578613, -1.6485183238983154, -12.853130340576172]",setelah_bertelur
"[-278.9098205566406, 72.33882141113281, -13.569281578063965, -3.59737229347229, -15.254829406738281, 26.12020492553711, 9.381552696228027, 18.293149948120117, -4.610445976257324, 0.8229691386222839, -2.321749210357666, 11.005766868591309, 1.8147828578948975]",setelah_bertelur
"[-241.9835968017578, 69.76891326904297, -41.10254669189453, -9.30643367767334, -26.781267166137695, 10.570528984069824, 11.741841316223145, 14.077068328857422, -0.5320206880569458, 3.286550283432007, 4.050689220428467, 10.780611038208008, -5.387516975402832]",setelah_bertelur
"[-265.59686279296875, 77.18550872802734, -44.5072135925293, -15.225835800170898, -31.259878158569336, -2.6648340225219727, 20.341062545776367, 4.771722793579102, 8.063520431518555, 4.075194358825684, 1.2251620292663574, 4.635893821716309, -17.010656356811523]",setelah_bertelur
"[-260.6583251953125, 75.25367736816406, -14.819865226745605, -6.23520565032959, -25.722257614135742, 13.056092262268066, 18.464393615722656, 2.1401045322418213, 8.878629684448242, 2.9503705501556396, 1.4232760667800903, 3.608621597290039, -18.966796875]",setelah_bertelur
"[-273.74676513671875, 87.72120666503906, -21.789901733398438, -4.116422176361084, -15.324653625488281, 8.712215423583984, 17.2258358001709, 7.008906364440918, 2.849104404449463, 9.015986442565918, -1.3789600133895874, -1.2538896799087524, -15.2700834274292]",setelah_bertelur
"[-302.9299011230469, 76.53705596923828, -8.135072708129883, -6.826050281524658, -12.908109664916992, 16.188220977783203, 8.927611351013184, 11.771313667297363, 3.3318769931793213, 11.578619003295898, 4.157984256744385, 7.622989654541016, -10.06203556060791]",setelah_bertelur
"[-334.36480712890625, 84.27476501464844, 3.2193686962127686, 1.738118052482605, -13.901106834411621, 23.973207473754883, 5.865609169006348, 15.51145076751709, 3.530426263809204, 4.18606424331665, 4.697437286376953, 3.050055980682373, -11.30152702331543]",setelah_bertelur
"[-298.9148864746094, 95.25053405761719, -5.191743850708008, -11.394747734069824, -21.549036026000977, 21.646345138549805, 7.462072372436523, 12.113720893859863, -3.8721954822540283, 4.530697822570801, 4.407679557800293, 5.110380172729492, -8.161808967590332]",setelah_bertelur
"[-291.2389831542969, 87.98262023925781, -11.322821617126465, -11.646224975585938, -20.989933013916016, 22.96737289428711, 9.460098266601562, 6.235244274139404, -1.767776608467102, 0.6659180521965027, 1.6786704063415527, 5.294321537017822, -5.805194854736328]",setelah_bertelur
"[-259.7369689941406, 72.10640716552734, -13.599040985107422, -14.9747896194458, -21.383644104003906, 18.78789710998535, 9.084534645080566, 13.417329788208008, -2.8653993606567383, 1.827085018157959, -2.266369104385376, 2.3871514797210693, -4.700052738189697]",setelah_bertelur
"[-253.27728271484375, 55.45829772949219, -51.98329544067383, -36.82122039794922, -22.375516891479492, 19.952768325805664, 11.568839073181152, 5.23446798324585, -14.699591636657715, -10.9027681350708, 4.285120487213135, 11.649048805236816, -3.4911487102508545]",setelah_bertelur
"[-262.06396484375, 71.2363052368164, -64.9967269897461, -37.00344467163086, -37.70698547363281, -4.299050807952881, -1.0982149839401245, 0.43837296962738037, -4.359496116638184, -12.27863597869873, -9.63740062713623, -0.960670530796051, -12.38415813446045]",setelah_bertelur
"[-307.0969543457031, 70.4291000366211, 2.899062395095825, -14.357503890991211, -12.152267456054688, 21.608686447143555, 5.682077884674072, 13.393304824829102, -1.2007514238357544, 0.8477952480316162, -0.018997661769390106, 1.9942747354507446, -7.126745700836182]",setelah_bertelur
"[-247.21669006347656, 75.74880981445312, -13.327493667602539, -20.556617736816406, -25.859033584594727, 23.021507263183594, 0.0007746900664642453, 19.428569793701172, -6.442011833190918, 3.7893781661987305, -4.8442792892456055, 0.34821975231170654, -9.468058586120605]",setelah_bertelur
"[-258.2907409667969, 57.34773635864258, -12.112899780273438, -14.914629936218262, -20.92209243774414, 28.491615295410156, 4.239068508148193, 18.41956901550293, -4.731091022491455, 6.32582426071167, -1.4933140277862549, 5.771456241607666, -5.637291431427002]",setelah_bertelur
"[-238.58604431152344, 73.24900817871094, -19.543468475341797, -10.67871379852295, -18.847993850708008, 14.487622261047363, 12.941649436950684, 11.295608520507812, -0.8305467963218689, 1.523757815361023, -10.53801155090332, 8.363865852355957, 1.8505167961120605]",setelah_bertelur
"[-236.87815856933594, 78.99945831298828, -26.923717498779297, -8.72689437866211, -25.166868209838867, 2.323957920074463, 11.925206184387207, 10.24102783203125, 0.41386738419532776, -5.4151611328125, -8.037864685058594, 3.9616074562072754, -5.270815372467041]",setelah_bertelur
"[-263.38031005859375, 99.65016174316406, 0.618226170539856, -12.809030532836914, -19.301055908203125, 19.597328186035156, -0.12253718078136444, 16.39121437072754, -2.7715964317321777, -2.835955858230591, -5.748196125030518, -3.708796501159668, -7.071012496948242]",setelah_bertelur
"[-200.37110900878906, 89.06302642822266, -35.61521530151367, -26.113582611083984, -17.82942771911621, 25.57599639892578, 12.538314819335938, 9.865690231323242, -0.788223385810852, -0.21979613602161407, -7.501999378204346, 4.271960258483887, -11.721857070922852]",setelah_bertelur
"[-172.8865966796875, 63.1392936706543, -37.36537170410156, -19.502090454101562, -7.615263938903809, 36.78187561035156, 15.193318367004395, -3.3798608779907227, -8.258644104003906, 0.9485470056533813, 2.894343852996826, 15.338363647460938, -12.563626289367676]",setelah_bertelur
"[-169.9540252685547, 78.00336456298828, -31.797632217407227, -18.106868743896484, -9.083328247070312, 29.727567672729492, 12.684103965759277, -0.38714364171028137, -5.671000957489014, -4.318796157836914, 1.6889108419418335, 10.134485244750977, -8.943499565124512]",setelah_bertelur
"[-193.61119079589844, 89.66057586669922, -26.12464141845703, -6.843679904937744, -6.4424262046813965, 20.598358154296875, 13.652291297912598, 4.955862998962402, 2.0118329524993896, -3.157890558242798, 3.8674204349517822, 12.630959510803223, -6.3077311515808105]",setelah_bertelur
"[-270.35089111328125, 63.60824203491211, -60.13792037963867, -29.23402214050293, -32.29730224609375, -6.101424217224121, -4.716611862182617, -3.9912867546081543, -4.115156650543213, -14.25335693359375, -12.138398170471191, -2.3695733547210693, -15.695149421691895]",setelah_bertelur
"[-202.06198120117188, 108.7542953491211, -40.81621170043945, -13.225870132446289, -7.451963424682617, 12.55291748046875, 7.739725112915039, 0.8543491959571838, 13.513864517211914, 3.5715279579162598, -6.9217095375061035, 17.27165985107422, -13.554327011108398]",setelah_bertelur
"[-241.0392303466797, 115.81918334960938, -17.124893188476562, -10.388998985290527, -0.5306353569030762, 12.332826614379883, 11.513481140136719, 4.870274066925049, 10.506354331970215, 2.866243839263916, -1.1926699876785278, 15.6405611038208, -9.98282527923584]",setelah_bertelur
"[-251.99136352539062, 117.02021789550781, -16.528688430786133, -8.942984580993652, -2.32580828666687, 10.931421279907227, 15.36004638671875, 5.54457950592041, 12.404854774475098, 3.6555063724517822, 0.9844576716423035, 17.03765296936035, -11.9788179397583]",setelah_bertelur
"[-224.29872131347656, 122.16004180908203, -26.772363662719727, -12.190503120422363, -12.92812442779541, 15.59012222290039, 12.441146850585938, 12.927934646606445, 3.7502281665802, 6.437324523925781, 5.078031063079834, 11.551433563232422, -6.565146446228027]",setelah_bertelur
"[-205.70411682128906, 113.22067260742188, -27.05767250061035, -9.47509479522705, -5.272688388824463, 19.482507705688477, 9.163435935974121, 4.5563740730285645, 13.717178344726562, 15.744145393371582, 6.917505264282227, 14.307437896728516, -11.209397315979004]",setelah_bertelur
"[-219.2333984375, 107.73249053955078, -22.088733673095703, -8.077856063842773, -2.695401191711426, 12.19190502166748, 8.298300743103027, 4.60276460647583, 10.120737075805664, 11.571048736572266, -0.43081405758857727, 14.028543472290039, -6.2269768714904785]",setelah_bertelur
"[-218.6333770751953, 106.44014739990234, -20.957582473754883, -8.353803634643555, -0.36441826820373535, 14.070441246032715, 13.29572868347168, 12.410479545593262, 8.444252014160156, 9.599296569824219, -4.422889232635498, 8.747105598449707, -9.293067932128906]",setelah_bertelur
"[-208.8374786376953, 106.84799194335938, -28.929269790649414, -11.441205978393555, -3.817302703857422, 14.301594734191895, 13.915656089782715, 11.800326347351074, 5.968049049377441, 3.5841426849365234, -2.8531384468078613, 9.223773002624512, -9.909314155578613]",setelah_bertelur
"[-224.60775756835938, 100.46700286865234, -30.337379455566406, -12.009765625, -1.3214012384414673, 20.22368049621582, 12.670464515686035, 8.508599281311035, 10.947322845458984, 0.44347113370895386, 1.1136115789413452, 4.72884464263916, -11.594078063964844]",setelah_bertelur
"[-224.0821533203125, 101.20123291015625, -38.261268615722656, -4.549828052520752, -3.504471778869629, 16.540786743164062, 10.186383247375488, 5.048717498779297, 15.631012916564941, 5.807046890258789, 1.7318620681762695, 3.389871120452881, -12.521509170532227]",setelah_bertelur
"[-294.7987060546875, 64.22549438476562, -53.88249206542969, -30.448640823364258, -26.25493621826172, -3.67525577545166, -2.776106357574463, -6.354653835296631, 3.141702651977539, -14.633993148803711, -9.827290534973145, 1.4577335119247437, -16.280397415161133]",setelah_bertelur
"[-242.77462768554688, 97.08818817138672, -28.946605682373047, -1.633409857749939, -5.424649715423584, 16.007646560668945, 8.612010955810547, 7.599576473236084, 18.931779861450195, 6.966037273406982, -2.0876505374908447, 5.892824649810791, -7.477005958557129]",setelah_bertelur
"[-228.3944091796875, 96.69387817382812, -40.08124542236328, -9.559419631958008, -9.528736114501953, 13.215394973754883, 5.510026931762695, 8.991886138916016, 16.893863677978516, 1.292820692062378, 0.5486657023429871, 10.11595344543457, -4.180698394775391]",setelah_bertelur
"[-249.27041625976562, 105.3379898071289, -35.32978057861328, -5.371753692626953, -9.554420471191406, 11.028447151184082, 8.04973316192627, 7.999543190002441, 18.697189331054688, 5.204732418060303, 3.063579797744751, 7.57838249206543, -9.339150428771973]",setelah_bertelur
"[-228.19786071777344, 104.9535903930664, -41.396507263183594, -7.5375494956970215, -5.681210517883301, 14.617011070251465, 9.01121997833252, 5.826928615570068, 21.954607009887695, 10.651063919067383, 4.261239528656006, 3.132983684539795, -12.804341316223145]",setelah_bertelur
"[-204.07801818847656, 95.99449920654297, -49.04827117919922, -15.179301261901855, -6.614077568054199, 18.71200942993164, 7.18244743347168, 1.3274787664413452, 11.219989776611328, 8.349124908447266, 9.783262252807617, 9.277690887451172, -16.537527084350586]",setelah_bertelur
"[-254.6271209716797, 99.9184799194336, -35.401634216308594, -7.178659439086914, -9.427312850952148, 15.744291305541992, 12.64670181274414, 12.96960163116455, 12.169618606567383, 2.659865617752075, 2.0740978717803955, 6.478268146514893, -12.436738014221191]",setelah_bertelur
"[-268.4374084472656, 99.5083999633789, -27.370746612548828, -3.0267014503479004, -6.215461254119873, 16.347978591918945, 16.637500762939453, 13.658909797668457, 9.988215446472168, 3.2174572944641113, 1.264251947402954, 4.868881702423096, -5.890156269073486]",setelah_bertelur
"[-235.76612854003906, 100.01044464111328, -29.753677368164062, 1.544645071029663, -16.442365646362305, 7.414107799530029, 9.240825653076172, 5.814170837402344, 7.876952648162842, 3.9760823249816895, -0.4764188528060913, 5.547322750091553, -4.98171329498291]",setelah_bertelur
"[-275.9366760253906, 102.84554290771484, -21.462047576904297, 2.250049352645874, -10.573740005493164, 9.046833038330078, 11.09130859375, 6.651434898376465, 13.670332908630371, 3.3610174655914307, 1.5651532411575317, 7.141829013824463, -5.349961757659912]",setelah_bertelur
"[-298.791748046875, 101.51800537109375, -19.592662811279297, -1.1378883123397827, 0.9431698322296143, 18.644058227539062, 16.24085235595703, 8.071784019470215, 18.379337310791016, 1.4699653387069702, 3.157783031463623, 9.421212196350098, -7.495204925537109]",setelah_bertelur
"[-306.35546875, 63.62224578857422, -50.15878677368164, -34.39058303833008, -26.227651596069336, -7.1672563552856445, -3.06843900680542, -6.034710884094238, -1.1456986665725708, -9.856639862060547, -7.469814300537109, 2.837631940841675, -10.251821517944336]",setelah_bertelur
"[-292.30242919921875, 102.36773681640625, -17.940500259399414, -6.65177583694458, -0.07705293595790863, 19.800716400146484, 18.173789978027344, 10.703437805175781, 7.751354694366455, 2.1077678203582764, -1.1610227823257446, 7.529812812805176, -3.3641104698181152]",setelah_bertelur
"[-252.86431884765625, 100.79145050048828, -32.28257369995117, -9.42172908782959, -5.044075965881348, 21.149581909179688, 13.432108879089355, 10.333052635192871, 7.469171047210693, -0.9287552237510681, -2.6230976581573486, 5.870184898376465, -5.241667747497559]",setelah_bertelur
"[-231.80665588378906, 94.55770874023438, -27.812185287475586, -10.846153259277344, -7.569152355194092, 14.16480827331543, 7.7104082107543945, 7.039474964141846, 10.344033241271973, 0.029289215803146362, 1.2617229223251343, 5.283407211303711, -7.4241557121276855]",setelah_bertelur
"[-279.8981018066406, 99.43161010742188, -18.384017944335938, -11.047436714172363, -0.7684842944145203, 12.926803588867188, 14.3272123336792, 8.929722785949707, 10.874302864074707, -2.859609842300415, 1.8952816724777222, 10.504128456115723, -5.653810024261475]",setelah_bertelur
"[-267.1600646972656, 93.27195739746094, -21.06877326965332, -14.130067825317383, -2.3990390300750732, 17.619890213012695, 25.38239860534668, 16.00609016418457, 9.192296028137207, -4.953051567077637, -5.31937837600708, 6.923859596252441, -5.337815284729004]",setelah_bertelur
"[-282.7661437988281, 91.55131530761719, -17.453777313232422, -12.816919326782227, 0.050884123891592026, 15.797411918640137, 21.01327133178711, 15.232977867126465, 9.051607131958008, 0.8294597268104553, -1.436516523361206, 7.186380386352539, -2.220881700515747]",setelah_bertelur
"[-289.4617004394531, 107.17950439453125, -20.704330444335938, -10.192957878112793, 0.41452163457870483, 16.48258399963379, 18.093414306640625, 10.007323265075684, 14.955949783325195, 3.0427255630493164, 0.08069773763418198, 5.950361251831055, -12.046866416931152]",setelah_bertelur
"[-253.529541015625, 103.62765502929688, -30.029783248901367, -13.247339248657227, 0.06932458281517029, 16.822463989257812, 18.177200317382812, 5.842891216278076, 12.352980613708496, 0.1485043317079544, -1.7888853549957275, 5.2209062576293945, -16.76936912536621]",setelah_bertelur
"[-217.64581298828125, 103.2718276977539, -35.468326568603516, -20.280141830444336, -9.078304290771484, 9.266844749450684, 18.47286033630371, 7.011669635772705, 10.052645683288574, -1.410565972328186, -2.6553611755371094, 8.215909957885742, -6.327681064605713]",setelah_bertelur
"[-209.07113647460938, 116.88544464111328, -39.82200622558594, -7.10230827331543, -1.0131908655166626, 15.205204010009766, 16.47626304626465, 7.101830959320068, 8.194252014160156, 1.2672783136367798, -2.1007676124572754, 7.662359237670898, -6.727793216705322]",setelah_bertelur
"[-325.75927734375, 79.21365356445312, -52.2897834777832, -38.098995208740234, -26.79582977294922, -1.8682544231414795, -2.520127534866333, -4.547932147979736, -5.37556266784668, -11.512415885925293, -12.547966957092285, -2.040195941925049, -10.601593971252441]",setelah_bertelur
"[-225.01853942871094, 124.6513900756836, -25.406991958618164, -3.820643424987793, 6.113669395446777, 17.303630828857422, 17.447439193725586, 8.092451095581055, 14.329336166381836, 0.4447859227657318, 0.8614755272865295, 8.483687400817871, -6.3782782554626465]",setelah_bertelur
"[-246.74305725097656, 94.92376708984375, -28.302825927734375, -13.609785079956055, -1.2993929386138916, 15.113176345825195, 14.35772705078125, 4.957363605499268, 8.340603828430176, 0.11135915666818619, 5.8129658699035645, 10.054727554321289, -5.659930229187012]",setelah_bertelur
